Gene stable ID	Gene name	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
ENSMUSG00000102849	Gm37658	21389972	21390286	Y
ENSMUSG00000102513	Gm32347	21426544	21427239	Y
ENSMUSG00000102966	Gm31123	21487904	21512364	Y
ENSMUSG00000104425	Gm38370	21572631	21575870	Y
ENSMUSG00000102146	Gm38054	21610496	21613843	Y
ENSMUSG00000102159	Gm37476	21619726	21620421	Y
ENSMUSG00000102506	Gm37369	21656866	21657480	Y
ENSMUSG00000102826	Gm38181	21686203	21686922	Y
ENSMUSG00000102230	Gm31335	21767043	21767735	Y
ENSMUSG00000104345	Gm37690	21887039	21890274	Y
ENSMUSG00000102262	Gm38107	21959851	21960546	Y
ENSMUSG00000103528	Gm31571	22020644	22046833	Y
ENSMUSG00000102772	Gm32114	22105239	22108478	Y
ENSMUSG00000103425	Gm37075	22140625	22143968	Y
ENSMUSG00000102486	Gm37921	22150059	22150753	Y
ENSMUSG00000103250	Gm32180	22186949	22187563	Y
ENSMUSG00000103077	Gm38371	22398783	22401578	Y
ENSMUSG00000103787	Gm37657	22433508	22436856	Y
ENSMUSG00000103987	Gm37448	22442755	22443451	Y
ENSMUSG00000103063	Gm33163	22479604	22480217	Y
ENSMUSG00000102957	Gm21065	22509340	22510035	Y
ENSMUSG00000103269	Gm36978	22583891	22584586	Y
ENSMUSG00000103954	Gm37721	22691922	22695159	Y
ENSMUSG00000103894	Gm37129	22733053	22733367	Y
ENSMUSG00000103795	Gm37990	22769568	22770263	Y
ENSMUSG00000103919	Gm21366	22830566	22856736	Y
ENSMUSG00000103812	Gm33954	22915600	22918838	Y
ENSMUSG00000104259	Gm37538	22950830	22954179	Y
ENSMUSG00000102487	Gm21871	22960267	22960962	Y
ENSMUSG00000102847	Gm34274	22997139	22997753	Y
ENSMUSG00000103773	Gm34217	23008886	23010430	Y
ENSMUSG00000102347	Gm21469	23026715	23027410	Y
ENSMUSG00000104480	Gm21661	23093345	23094040	Y
ENSMUSG00000104062	Gm37952	23207698	23210935	Y
ENSMUSG00000103231	Gm21907	23235738	23236433	Y
ENSMUSG00000102318	Gm37627	23272667	23273281	Y
ENSMUSG00000103074	Gm20925	23302247	23302942	Y
ENSMUSG00000102965	Gm20926	23376984	23377679	Y
ENSMUSG00000104289	Gm37454	23494539	23497772	Y
ENSMUSG00000102730	Gm38138	23567217	23567912	Y
ENSMUSG00000102529	Gm29740	23628166	23652722	Y
ENSMUSG00000103589	Gm37840	23712979	23716217	Y
ENSMUSG00000102396	Gm37574	23748074	23751418	Y
ENSMUSG00000104247	Gm21768	23757512	23758207	Y
ENSMUSG00000104255	Gm37172	23794370	23794984	Y
ENSMUSG00000102598	Gm35670	23806075	23807657	Y
ENSMUSG00000102402	Gm20840	23823908	23824603	Y
ENSMUSG00000104228	Gm35955	23898688	23899383	Y
ENSMUSG00000103029	Gm37687	24006473	24009710	Y
ENSMUSG00000102239	Gm38296	24041734	24045076	Y
ENSMUSG00000103153	Gm38290	24046482	24046796	Y
ENSMUSG00000103086	Gm38121	24083035	24083730	Y
ENSMUSG00000103327	Gm36047	24144062	24168566	Y
ENSMUSG00000104500	Gm36345	24228853	24232087	Y
ENSMUSG00000103236	Gm37157	24261581	24264930	Y
ENSMUSG00000102911	Gm38017	24270793	24271487	Y
ENSMUSG00000103008	Gm36468	24307648	24308262	Y
ENSMUSG00000103058	Gm21845	24337162	24337857	Y
ENSMUSG00000093868	Gm20809	24410402	24412744	Y
ENSMUSG00000102350	Gm37434	24519676	24522913	Y
ENSMUSG00000102993	Gm37765	24559616	24559930	Y
ENSMUSG00000103311	Gm38229	24596197	24596892	Y
ENSMUSG00000104070	Gm36866	24657208	24681712	Y
ENSMUSG00000103615	Gm30045	24741963	24745198	Y
ENSMUSG00000094911	Gm21921	24750506	24751588	Y
ENSMUSG00000104431	Gm37112	24774736	24778084	Y
ENSMUSG00000103758	Gm37287	24783941	24784635	Y
ENSMUSG00000104146	Gm30175	24820776	24821390	Y
ENSMUSG00000102507	Gm21350	24850270	24850965	Y
ENSMUSG00000102358	Gm21412	24924951	24925646	Y
ENSMUSG00000103977	Gm37071	25032686	25035923	Y
ENSMUSG00000102643	Gm37547	25067926	25071266	Y
ENSMUSG00000103064	Gm36968	25072672	25072986	Y
ENSMUSG00000102842	Gm38035	25109221	25109916	Y
ENSMUSG00000103714	Gm20857	25170277	25194807	Y
ENSMUSG00000103660	Gm30705	25255092	25258327	Y
ENSMUSG00000094939	Gm21773	25263623	25264705	Y
ENSMUSG00000103982	Gm37451	25287848	25291196	Y
ENSMUSG00000102328	Gm37793	25297055	25297749	Y
ENSMUSG00000103487	Gm30858	25333882	25334496	Y
ENSMUSG00000103639	Gm21791	25363406	25364101	Y
ENSMUSG00000104085	Gm21427	25438046	25438741	Y
ENSMUSG00000102576	Gm37875	25545763	25549000	Y
ENSMUSG00000103372	Gm37237	25585748	25586062	Y
ENSMUSG00000102354	Gm38350	25622299	25622994	Y
ENSMUSG00000102906	Gm20858	25683339	25707840	Y
ENSMUSG00000103813	Gm31422	25768136	25771371	Y
ENSMUSG00000104412	Gm37798	25800905	25804255	Y
ENSMUSG00000104321	Gm37318	25810116	25810810	Y
ENSMUSG00000103892	Gm31572	25846972	25847586	Y
ENSMUSG00000103969	Gm21890	25876487	25877182	Y
ENSMUSG00000102339	Gm21443	25951166	25951861	Y
ENSMUSG00000102977	Gm37346	26058886	26062123	Y
ENSMUSG00000102547	Gm38136	26094147	26097489	Y
ENSMUSG00000103675	Gm37991	26135508	26136203	Y
ENSMUSG00000103842	Gm37808	26164220	26165242	Y
ENSMUSG00000104024	Gm33571	26196495	26220994	Y
ENSMUSG00000103462	Gm32181	26281270	26284505	Y
ENSMUSG00000101467	Gm28662	26323252	26323946	Y
ENSMUSG00000101260	Gm28780	26360083	26360697	Y
ENSMUSG00000101105	Gm21755	26389563	26390258	Y
ENSMUSG00000099346	Gm20895	26464169	26464861	Y
ENSMUSG00000101513	Gm28853	26565801	26568697	Y
ENSMUSG00000101809	Gm28852	26603795	26607131	Y
ENSMUSG00000099841	Gm28855	26608539	26608853	Y
ENSMUSG00000099573	Gm28854	26645154	26645849	Y
ENSMUSG00000102104	Gm28858	26686570	26687016	Y
ENSMUSG00000100055	Gm20890	26705950	26732144	Y
ENSMUSG00000101929	Gm28245	26790973	26794208	Y
ENSMUSG00000101971	Gm28246	26827232	26830579	Y
ENSMUSG00000101839	Gm28247	26836470	26837165	Y
ENSMUSG00000102010	Gm28248	26873373	26873987	Y
ENSMUSG00000101149	Gm20892	26902889	26903584	Y
ENSMUSG00000101743	Gm28249	27021271	27024506	Y
ENSMUSG00000101311	Gm28250	27059124	27062472	Y
ENSMUSG00000100803	Gm28251	27068332	27069026	Y
ENSMUSG00000100873	Gm28243	27105158	27105772	Y
ENSMUSG00000101692	Gm28244	27116922	27118463	Y
ENSMUSG00000100464	Gm21771	27134633	27135328	Y
ENSMUSG00000102015	Gm21476	27209261	27209953	Y
ENSMUSG00000101198	Gm29021	27310889	27314126	Y
ENSMUSG00000099955	Gm28880	27348883	27352219	Y
ENSMUSG00000099873	Gm28452	27390244	27390939	Y
ENSMUSG00000099541	Gm21488	27451071	27477265	Y
ENSMUSG00000101920	Gm28454	27536095	27539330	Y
ENSMUSG00000099430	Gm28878	27572341	27575688	Y
ENSMUSG00000100099	Gm28879	27581579	27582274	Y
ENSMUSG00000100495	Gm29369	27618471	27619085	Y
ENSMUSG00000100413	Gm21506	27647973	27648668	Y
ENSMUSG00000100570	Gm29399	27766365	27769600	Y
ENSMUSG00000101863	Gm29400	27813318	27814012	Y
ENSMUSG00000099727	Gm29401	27850124	27850738	Y
ENSMUSG00000099791	Gm20891	27879663	27880358	Y
ENSMUSG00000101473	Gm20893	27954185	27954877	Y
ENSMUSG00000101753	Gm28799	28060534	28063771	Y
ENSMUSG00000101484	Gm28798	28098493	28101830	Y
ENSMUSG00000100587	Gm28797	28103238	28103552	Y
ENSMUSG00000099828	Gm28796	28139815	28140510	Y
ENSMUSG00000101158	Gm20894	28200697	28226857	Y
ENSMUSG00000099537	Gm28938	28285623	28288858	Y
ENSMUSG00000101669	Gm28937	28332722	28333416	Y
ENSMUSG00000099862	Gm28936	28369556	28370170	Y
ENSMUSG00000101908	Gm21642	28399088	28399783	Y
ENSMUSG00000100473	Gm21804	28473626	28474318	Y
ENSMUSG00000101192	Gm29122	28580060	28583297	Y
ENSMUSG00000101607	Gm28939	28622777	28623091	Y
ENSMUSG00000101418	Gm28983	28659296	28659909	Y
ENSMUSG00000099431	Gm28985	28671051	28672592	Y
ENSMUSG00000101837	Gm20810	28688843	28689538	Y
ENSMUSG00000100233	Gm20811	28764517	28783555	Y
ENSMUSG00000100859	Gm28725	28801709	28804072	Y
ENSMUSG00000099653	Gm28984	28826529	28827056	Y
ENSMUSG00000100875	Gm28987	28864342	28866621	Y
ENSMUSG00000100117	Gm28986	28949853	28950978	Y
ENSMUSG00000101305	Gm29171	29045028	29045513	Y
ENSMUSG00000099650	Gm28129	29112141	29114420	Y
ENSMUSG00000101560	Gm28127	29175037	29177401	Y
ENSMUSG00000101954	Gm28128	29219197	29219724	Y
ENSMUSG00000096538	Gm21853	29307181	29331566	Y
ENSMUSG00000099348	Gm28132	29350593	29351039	Y
ENSMUSG00000099380	Gm28130	29514005	29517240	Y
ENSMUSG00000101412	Gm28131	29543023	29546255	Y
ENSMUSG00000118461	Gm21679	29565182	29640159	Y
ENSMUSG00000099817	Gm29317	30052545	30053240	Y
ENSMUSG00000099880	Gm29316	30087948	30088475	Y
ENSMUSG00000101642	Gm29315	30110583	30112943	Y
ENSMUSG00000101719	Gm28216	30150597	30151124	Y
ENSMUSG00000100896	Gm28217	30265449	30266459	Y
ENSMUSG00000099347	Gm28093	30316122	30316817	Y
ENSMUSG00000101379	Gm28092	30351515	30352042	Y
ENSMUSG00000100565	Gm28091	30378912	30381275	Y
ENSMUSG00000101489	Gm28090	30454502	30478902	Y
ENSMUSG00000100038	Gm29580	30497912	30498358	Y
ENSMUSG00000100415	Gm28089	30568498	30571733	Y
ENSMUSG00000101775	Gm28088	30597432	30600664	Y
ENSMUSG00000100321	Gm29579	30631627	30632073	Y
ENSMUSG00000100467	Gm29582	30661878	30693906	Y
ENSMUSG00000095192	Gm21529	30795102	30795629	Y
ENSMUSG00000100311	Gm29581	30836647	30839011	Y
ENSMUSG00000094232	Gm21539	30861332	30861859	Y
ENSMUSG00000099990	Gm29578	30899145	30901423	Y
ENSMUSG00000101527	Gm21908	31187327	31188022	Y
ENSMUSG00000096698	Gm21780	31222822	31223349	Y
ENSMUSG00000099855	Gm28486	31245726	31248087	Y
ENSMUSG00000094623	Gm21737	31328762	31353163	Y
ENSMUSG00000100928	Gm28487	31404051	31407282	Y
ENSMUSG00000100384	Gm28489	31419544	31423014	Y
ENSMUSG00000099695	Gm28488	31464768	31468003	Y
ENSMUSG00000100399	Gm28491	31493683	31496915	Y
ENSMUSG00000094789	Gm28490	31558069	31590101	Y
ENSMUSG00000094444	Gm21562	31691308	31691835	Y
ENSMUSG00000101423	Gm28298	31732883	31735247	Y
ENSMUSG00000095626	Gm21572	31757555	31758082	Y
ENSMUSG00000101761	Gm28297	31795357	31797635	Y
ENSMUSG00000099493	Gm21753	32079749	32080444	Y
ENSMUSG00000096777	Gm21723	32115184	32115711	Y
ENSMUSG00000100739	Gm28296	32136979	32139342	Y
ENSMUSG00000095345	Gm21821	32176464	32176992	Y
ENSMUSG00000100709	Gm28295	32199403	32201766	Y
ENSMUSG00000095968	Gm21842	32238884	32239411	Y
ENSMUSG00000101779	Gm28170	32260391	32262754	Y
ENSMUSG00000094529	Gm21744	32335570	32359974	Y
ENSMUSG00000101745	Gm28764	32449746	32452981	Y
ENSMUSG00000100957	Gm28762	32478690	32481921	Y
ENSMUSG00000099756	Gm28763	32513341	32513787	Y
ENSMUSG00000095263	Gm21094	32543760	32575788	Y
ENSMUSG00000096272	Gm21588	32668010	32668537	Y
ENSMUSG00000099426	Gm28761	32709931	32712295	Y
ENSMUSG00000096711	Gm21599	32734585	32735112	Y
ENSMUSG00000101728	Gm28765	32772366	32774644	Y
ENSMUSG00000100509	Gm21810	33060550	33061245	Y
ENSMUSG00000095553	Gm21916	33096043	33096570	Y
ENSMUSG00000101099	Gm29191	33118945	33121306	Y
ENSMUSG00000095049	Gm21756	33200363	33226418	Y
ENSMUSG00000101601	Gm28210	33245210	33245656	Y
ENSMUSG00000101516	Gm29074	33277090	33280321	Y
ENSMUSG00000101359	Gm28211	33292586	33296052	Y
ENSMUSG00000100790	Gm28518	33338010	33341245	Y
ENSMUSG00000101302	Gm28519	33366948	33370180	Y
ENSMUSG00000102125	Gm28520	33401372	33404604	Y
ENSMUSG00000095011	Gm20838	33466461	33498509	Y
ENSMUSG00000094064	Gm21626	33591015	33591542	Y
ENSMUSG00000099461	Gm28521	33632972	33635336	Y
ENSMUSG00000096532	Gm21633	33657681	33658208	Y
ENSMUSG00000101681	Gm28522	33695556	33697834	Y
ENSMUSG00000101870	Gm21745	33983534	33984229	Y
ENSMUSG00000101472	Gm28517	34019043	34019570	Y
ENSMUSG00000101407	Gm29532	34041726	34044090	Y
ENSMUSG00000099500	Gm29531	34081254	34081781	Y
ENSMUSG00000100097	Gm28464	34104200	34106563	Y
ENSMUSG00000101474	Gm29656	34141780	34142307	Y
ENSMUSG00000099737	Gm29655	34164715	34167078	Y
ENSMUSG00000101417	Gm21647	34240427	34271956	Y
ENSMUSG00000101654	Gm29653	34290974	34291420	Y
ENSMUSG00000101808	Gm29654	34366261	34369610	Y
ENSMUSG00000099910	Gm29651	34375474	34376170	Y
ENSMUSG00000099818	Gm29652	34412574	34413188	Y
ENSMUSG00000100500	Gm29080	34424335	34425874	Y
ENSMUSG00000100677	Gm21184	34442179	34442871	Y
ENSMUSG00000100171	Gm21201	34517079	34517771	Y
ENSMUSG00000099463	Gm29081	34625479	34628719	Y
ENSMUSG00000100745	Gm29077	34660686	34664033	Y
ENSMUSG00000101341	Gm29076	34669893	34670589	Y
ENSMUSG00000100193	Gm29079	34706715	34707329	Y
ENSMUSG00000099651	Gm29078	34718477	34720020	Y
ENSMUSG00000101787	Gm20853	34736471	34737163	Y
ENSMUSG00000101043	Gm29075	34811137	34811832	Y
ENSMUSG00000099390	Gm29225	34919203	34922440	Y
ENSMUSG00000100422	Gm29226	34954443	34957786	Y
ENSMUSG00000100385	Gm29227	34959198	34959512	Y
ENSMUSG00000100064	Gm28339	34995732	34996427	Y
ENSMUSG00000095793	Gm20855	35061029	35087178	Y
ENSMUSG00000101626	Gm29386	35146091	35149331	Y
ENSMUSG00000101091	Gm29384	35181234	35184581	Y
ENSMUSG00000100229	Gm21896	35190684	35191379	Y
ENSMUSG00000101691	Gm29280	35227068	35227682	Y
ENSMUSG00000100540	Gm20799	35256599	35257294	Y
ENSMUSG00000100244	Gm29279	35305688	35306383	Y
ENSMUSG00000099799	Gm28260	35413791	35417030	Y
ENSMUSG00000099999	Gm21795	35458410	35459105	Y
ENSMUSG00000101806	Gm28261	35495302	35495916	Y
ENSMUSG00000101632	Gm28264	35507028	35508611	Y
ENSMUSG00000099525	Gm21872	35524827	35525504	Y
ENSMUSG00000100749	Gm20798	35599518	35600213	Y
ENSMUSG00000099963	Gm28463	35717131	35720360	Y
ENSMUSG00000100299	Gm28584	35789757	35790452	Y
ENSMUSG00000101127	Gm28585	35818478	35819500	Y
ENSMUSG00000096650	Gm20896	35850673	35876871	Y
ENSMUSG00000102058	Gm28470	35936307	35939545	Y
ENSMUSG00000100034	Gm28469	35971070	35974415	Y
ENSMUSG00000099589	Gm21898	35980527	35981222	Y
ENSMUSG00000100263	Gm28468	36017393	36018007	Y
ENSMUSG00000101575	Gm20898	36046936	36047628	Y
ENSMUSG00000100785	Gm29333	36120848	36121543	Y
ENSMUSG00000099822	Gm28332	36228508	36231745	Y
ENSMUSG00000101781	Gm28333	36263746	36267089	Y
ENSMUSG00000101271	Gm28334	36268499	36268813	Y
ENSMUSG00000099504	Gm28335	36305080	36305775	Y
ENSMUSG00000101377	Gm28336	36346482	36346928	Y
ENSMUSG00000101709	Gm28337	36366108	36390780	Y
ENSMUSG00000099814	Gm28338	36451056	36454295	Y
ENSMUSG00000100316	Gm28812	36603548	36604243	Y
ENSMUSG00000101284	Gm28811	36632325	36633347	Y
ENSMUSG00000100651	Gm28810	36645064	36645510	Y
ENSMUSG00000101933	Gm20835	36664443	36690635	Y
ENSMUSG00000100647	Gm29027	36749455	36752690	Y
ENSMUSG00000101815	Gm29028	36785886	36789232	Y
ENSMUSG00000101538	Gm29029	36795121	36795816	Y
ENSMUSG00000100983	Gm29030	36831137	36831751	Y
ENSMUSG00000101820	Gm29023	36840242	36844291	Y
ENSMUSG00000100283	Gm29024	36860659	36861354	Y
ENSMUSG00000099832	Gm29025	36891289	36894627	Y
ENSMUSG00000101246	Gm29026	36896033	36896347	Y
ENSMUSG00000101382	Gm28213	37026432	37027046	Y
ENSMUSG00000099967	Gm28212	37038156	37039696	Y
ENSMUSG00000101161	Gm21799	37055954	37056649	Y
ENSMUSG00000100705	Gm28227	37127875	37128570	Y
ENSMUSG00000101157	Gm20905	37188765	37214948	Y
ENSMUSG00000099712	Gm29411	37319397	37320092	Y
ENSMUSG00000099586	Gm28222	37356291	37356905	Y
ENSMUSG00000100066	Gm21835	37385825	37386520	Y
ENSMUSG00000101879	Gm28820	37502673	37505910	Y
ENSMUSG00000099412	Gm28223	37539682	37539996	Y
ENSMUSG00000101831	Gm29412	37576237	37576932	Y
ENSMUSG00000100428	Gm29413	37637165	37661980	Y
ENSMUSG00000099601	Gm29671	37764182	37767528	Y
ENSMUSG00000101704	Gm21878	37773407	37774102	Y
ENSMUSG00000101349	Gm28162	37810308	37810922	Y
ENSMUSG00000101710	Gm20922	37839981	37840676	Y
ENSMUSG00000094575	Gm20738	37913156	37915490	Y
ENSMUSG00000100952	Gm28545	38022387	38025625	Y
ENSMUSG00000099730	Gm28547	38057568	38060910	Y
ENSMUSG00000101873	Gm28546	38098866	38099480	Y
ENSMUSG00000100203	Gm21924	38128360	38129055	Y
ENSMUSG00000099460	Gm21735	38203093	38203788	Y
ENSMUSG00000099807	Gm28771	38295430	38298668	Y
ENSMUSG00000101435	Gm28772	38331844	38335184	Y
ENSMUSG00000100883	Gm28773	38369983	38370678	Y
ENSMUSG00000100892	Gm20897	38431406	38457583	Y
ENSMUSG00000101050	Gm28774	38516408	38519645	Y
ENSMUSG00000099793	Gm28775	38551562	38554905	Y
ENSMUSG00000100699	Gm21765	38561027	38561722	Y
ENSMUSG00000096438	Gapdh-ps15	38575128	38576129	Y
ENSMUSG00000099351	Gm28776	38599181	38599795	Y
ENSMUSG00000099489	Gm21787	38628676	38629368	Y
ENSMUSG00000100845	Gm28770	38702993	38703685	Y
ENSMUSG00000096275	Gm20901	38730279	38754706	Y
ENSMUSG00000101771	Gm28176	38827980	38830343	Y
ENSMUSG00000100719	Gm28786	38852738	38853263	Y
ENSMUSG00000101740	Gm29360	38890449	38892728	Y
ENSMUSG00000101292	Gm29496	39033735	39034427	Y
ENSMUSG00000100588	Gm29497	39114193	39117425	Y
ENSMUSG00000102050	Gm29499	39299890	39300375	Y
ENSMUSG00000101040	Gm29498	39367166	39369445	Y
ENSMUSG00000101272	Gm36782	39406588	39407085	Y
ENSMUSG00000101633	Gm29839	39459472	39459969	Y
ENSMUSG00000101727	Gm29495	39545114	39569544	Y
ENSMUSG00000101124	Gm28371	39943632	39944326	Y
ENSMUSG00000099723	Gm28595	40060001	40067892	Y
ENSMUSG00000104381	Gm37032	40144240	40147214	Y
ENSMUSG00000093895	Gm21865	40246135	40272248	Y
ENSMUSG00000100043	Gm29433	40322851	40328096	Y
ENSMUSG00000099786	Gm29215	40323062	40325420	Y
ENSMUSG00000094354	Gm21882	40335786	40336868	Y
ENSMUSG00000095725	Gm21801	40346267	40346794	Y
ENSMUSG00000100900	Gm28850	40387263	40389627	Y
ENSMUSG00000095433	Gm21914	40412088	40412615	Y
ENSMUSG00000100508	Gm28617	40449833	40452112	Y
ENSMUSG00000100771	Gm28618	40521517	40522083	Y
ENSMUSG00000101090	Gm28619	40594038	40596403	Y
ENSMUSG00000100644	Gm20793	40637391	40638086	Y
ENSMUSG00000119693	AC119204.1	160807973	160808110	1
ENSMUSG00000099379	Gm28993	40689087	40692321	Y
ENSMUSG00000100070	Gm28994	40717850	40720213	Y
ENSMUSG00000096885	Gm21797	40730568	40731110	Y
ENSMUSG00000095452	Gm20795	40760259	40762701	Y
ENSMUSG00000100797	Gm28596	40798902	40799597	Y
ENSMUSG00000099645	Gm20832	40860618	40890934	Y
ENSMUSG00000100091	Gm28597	41198968	41229778	Y
ENSMUSG00000100649	Gm28428	41294173	41294869	Y
ENSMUSG00000100196	Gm20827	41331079	41331774	Y
ENSMUSG00000099628	Gm28427	41337782	41341116	Y
ENSMUSG00000096120	Gm21800	41361843	41362385	Y
ENSMUSG00000099897	Gm28426	41372777	41375141	Y
ENSMUSG00000099785	Gm28425	41401167	41403527	Y
ENSMUSG00000094071	Gm21729	41574971	41599399	Y
ENSMUSG00000101536	Gm28834	41722179	41724457	Y
ENSMUSG00000099652	Gm28833	41790672	41791230	Y
ENSMUSG00000100737	Gm21774	42035076	42035771	Y
ENSMUSG00000099780	Gm29537	42096900	42100131	Y
ENSMUSG00000099849	Gm29274	42414903	42418140	Y
ENSMUSG00000100822	Gm29275	42442989	42446223	Y
ENSMUSG00000101471	Gm29276	42505428	42537595	Y
ENSMUSG00000101455	Gm21805	42690697	42691392	Y
ENSMUSG00000099700	Gm29645	42726150	42726677	Y
ENSMUSG00000101811	Gm28312	42788498	42789025	Y
ENSMUSG00000099833	Gm29165	42887096	42911495	Y
ENSMUSG00000101247	Gm29042	42930494	42930940	Y
ENSMUSG00000099408	Gm28311	43002855	43006089	Y
ENSMUSG00000101207	Gm28310	43031744	43034976	Y
ENSMUSG00000099542	Gm28504	43096647	43127121	Y
ENSMUSG00000100107	Gm28567	43326667	43327359	Y
ENSMUSG00000100051	Gm28568	43406479	43409712	Y
ENSMUSG00000099977	Gm29286	43758445	43760724	Y
ENSMUSG00000099415	Gm29285	43797976	43798503	Y
ENSMUSG00000100953	Gm28280	43820606	43822969	Y
ENSMUSG00000096332	Gm21241	43907507	43933594	Y
ENSMUSG00000100693	Gm28278	44109952	44113186	Y
ENSMUSG00000099638	Gm28279	44123469	44126701	Y
ENSMUSG00000094181	Gm21739	44187468	44219789	Y
ENSMUSG00000102081	Gm28886	44303647	44304174	Y
ENSMUSG00000102031	Gm29426	44341258	44343536	Y
ENSMUSG00000100408	Gm28885	44409592	44410154	Y
ENSMUSG00000100991	Gm21856	44713325	44714020	Y
ENSMUSG00000102116	Gm28887	44773755	44782728	Y
ENSMUSG00000101649	Gm29444	44776352	44779241	Y
ENSMUSG00000095353	Gm21783	44935913	44936608	Y
ENSMUSG00000101802	Gm29445	44999347	45002579	Y
ENSMUSG00000099790	Gm28457	45181085	45184316	Y
ENSMUSG00000101594	Gm21779	45340981	45341676	Y
ENSMUSG00000100011	Gm28458	45404305	45407537	Y
ENSMUSG00000100974	Gm28459	45708643	45709338	Y
ENSMUSG00000101675	Gm28461	45744076	45744603	Y
ENSMUSG00000100499	Gm28460	45767025	45769385	Y
ENSMUSG00000100256	Gm28851	45806463	45806990	Y
ENSMUSG00000101003	Gm28456	45829380	45831743	Y
ENSMUSG00000100640	Gm29073	45905005	45929408	Y
ENSMUSG00000100628	Gm29648	46352193	46353290	Y
ENSMUSG00000100989	Gm29647	46487189	46517631	Y
ENSMUSG00000100003	Gm29646	46579374	46582607	Y
ENSMUSG00000099462	Gm28549	46608269	46611503	Y
ENSMUSG00000101434	Gm29211	46697502	46721894	Y
ENSMUSG00000100061	Gm29212	46732385	46732999	Y
ENSMUSG00000100611	Gm21247	46762008	46762700	Y
ENSMUSG00000101138	Gm29210	46852250	46854613	Y
ENSMUSG00000100871	Gm29213	46877022	46877549	Y
ENSMUSG00000100716	Gm28550	46914639	46916999	Y
ENSMUSG00000100325	Gm28604	46939447	46939974	Y
ENSMUSG00000100048	Gm28603	46974892	46975587	Y
ENSMUSG00000099789	Gm28565	47256776	47259054	Y
ENSMUSG00000099593	Gm28566	47296338	47296865	Y
ENSMUSG00000101109	Gm28697	47319171	47321535	Y
ENSMUSG00000101541	Gm28554	47362549	47363076	Y
ENSMUSG00000094782	Gm21256	47455569	47487599	Y
ENSMUSG00000100852	Gm29056	47549381	47552613	Y
ENSMUSG00000099532	Gm29098	47578323	47581558	Y
ENSMUSG00000118466	Gm21170	47671271	47689642	Y
ENSMUSG00000102054	Gm29373	47836541	47839774	Y
ENSMUSG00000101131	Gm29370	47861421	47861948	Y
ENSMUSG00000099339	Gm21751	47896836	47897531	Y
ENSMUSG00000099674	Gm29166	48190346	48192623	Y
ENSMUSG00000101069	Gm28194	48224625	48225152	Y
ENSMUSG00000101653	Gm20792	48316464	48348480	Y
ENSMUSG00000100423	Gm28754	48410299	48413530	Y
ENSMUSG00000100023	Gm28753	48439224	48442459	Y
ENSMUSG00000099915	Gm21191	48532009	48558046	Y
ENSMUSG00000100086	Gm21271	48599393	48600085	Y
ENSMUSG00000101310	Gm21281	48674376	48675068	Y
ENSMUSG00000100646	Gm28193	48704063	48704677	Y
ENSMUSG00000101200	Gm20802	48740930	48741627	Y
ENSMUSG00000099903	Gm29070	48791655	48794894	Y
ENSMUSG00000100972	Gm28553	48861106	48887226	Y
ENSMUSG00000099409	Gm28751	48948783	48949478	Y
ENSMUSG00000099522	Gm28752	48985777	48986091	Y
ENSMUSG00000100938	Gm28726	49022863	49026102	Y
ENSMUSG00000101821	Gm21308	49322667	49323362	Y
ENSMUSG00000101950	Gm29267	49397629	49398006	Y
ENSMUSG00000099441	Gm29268	49426958	49427572	Y
ENSMUSG00000100411	Gm29269	49463866	49464561	Y
ENSMUSG00000100970	Gm29270	49470399	49473740	Y
ENSMUSG00000101204	Gm29271	49505627	49508865	Y
ENSMUSG00000095979	Gm21209	49567735	49594004	Y
ENSMUSG00000100564	Gm28682	49655117	49655812	Y
ENSMUSG00000101215	Gm28569	49692084	49692398	Y
ENSMUSG00000100206	Gm28681	49693803	49697145	Y
ENSMUSG00000100765	Gm28684	49729018	49732257	Y
ENSMUSG00000101475	Gm21316	49839497	49840189	Y
ENSMUSG00000099713	Gm21923	49914093	49914788	Y
ENSMUSG00000099831	Gm28683	49943780	49944394	Y
ENSMUSG00000101868	Gm28680	49980603	49981082	Y
ENSMUSG00000100914	Gm28679	50025140	50028379	Y
ENSMUSG00000100338	Gm28870	50093855	50118710	Y
ENSMUSG00000100541	Gm28871	50179073	50179759	Y
ENSMUSG00000099367	Gm29512	50216048	50216362	Y
ENSMUSG00000099666	Gm29511	50255566	50258802	Y
ENSMUSG00000100331	Gm20880	50357039	50357734	Y
ENSMUSG00000100390	Gm20881	50431746	50432438	Y
ENSMUSG00000101263	Gm29121	50461385	50461999	Y
ENSMUSG00000099986	Gm29120	50498093	50498788	Y
ENSMUSG00000100118	Gm29117	50541096	50544334	Y
ENSMUSG00000102122	Gm20883	50604830	50631040	Y
ENSMUSG00000099513	Gm29119	50692597	50693292	Y
ENSMUSG00000101552	Gm29118	50729591	50729905	Y
ENSMUSG00000100388	Gm29116	50766623	50769862	Y
ENSMUSG00000100802	Gm20889	50876743	50877438	Y
ENSMUSG00000101752	Gm20887	50951415	50952110	Y
ENSMUSG00000099867	Gm29320	50981018	50981632	Y
ENSMUSG00000101193	Gm21849	51017676	51018371	Y
ENSMUSG00000100915	Gm29321	51059646	51062885	Y
ENSMUSG00000096769	Gm21117	51121799	51148063	Y
ENSMUSG00000100365	Gm29319	51209215	51209910	Y
